Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
311,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,06 Oct 2018
312,Lucknow,Banthara,Wheat,Dara,FAQ,1600,1700,1650,05 Oct 2018
313,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,04 Oct 2018
314,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,03 Oct 2018
315,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,02 Oct 2018
316,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,01 Oct 2018
317,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,30 Sep 2018
318,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,29 Sep 2018
319,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,28 Sep 2018
320,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,27 Sep 2018
321,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,26 Sep 2018
322,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,25 Sep 2018
323,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,24 Sep 2018
324,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,23 Sep 2018
325,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,22 Sep 2018
326,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,21 Sep 2018
327,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,20 Sep 2018
328,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,19 Sep 2018
329,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,18 Sep 2018
330,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,17 Sep 2018
331,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,16 Sep 2018
332,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,15 Sep 2018
333,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,14 Sep 2018
334,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1700,1690,13 Sep 2018
335,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1690,1650,12 Sep 2018
336,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1690,1650,11 Sep 2018
337,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1690,1650,10 Sep 2018
338,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1690,1650,09 Sep 2018
339,Lucknow,Banthara,Wheat,Dara,FAQ,1570,1690,1650,08 Sep 2018
340,Lucknow,Banthara,Wheat,Dara,FAQ,1550,1690,1650,07 Sep 2018
341,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,06 Sep 2018
342,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,05 Sep 2018
343,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,04 Sep 2018
344,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,03 Sep 2018
345,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,02 Sep 2018
346,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1600,1550,01 Sep 2018
347,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,31 Aug 2018
348,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,30 Aug 2018
349,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,29 Aug 2018
350,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,28 Aug 2018
351,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,27 Aug 2018
352,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,26 Aug 2018
353,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,25 Aug 2018
354,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,24 Aug 2018
355,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,23 Aug 2018
356,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,22 Aug 2018
357,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,21 Aug 2018
358,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,20 Aug 2018
359,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,19 Aug 2018
360,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,18 Aug 2018
361,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,17 Aug 2018
362,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,16 Aug 2018
363,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,15 Aug 2018
364,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,14 Aug 2018
365,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,13 Aug 2018
366,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,12 Aug 2018
367,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1550,11 Aug 2018
368,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,10 Aug 2018
369,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,09 Aug 2018
370,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,08 Aug 2018
371,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,07 Aug 2018
372,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,06 Aug 2018
373,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,05 Aug 2018
374,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,04 Aug 2018
375,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,03 Aug 2018
376,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,02 Aug 2018
377,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,01 Aug 2018
378,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,31 Jul 2018
379,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1650,1550,30 Jul 2018
380,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,27 Jul 2018
381,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,26 Jul 2018
382,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,25 Jul 2018
383,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,24 Jul 2018
384,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,23 Jul 2018
385,Lucknow,Banthara,Wheat,Dara,FAQ,1520,1650,1525,22 Jul 2018
386,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1650,1525,21 Jul 2018
387,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1650,1525,20 Jul 2018
388,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,18 Jul 2018
389,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,17 Jul 2018
390,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,16 Jul 2018
391,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,15 Jul 2018
392,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,14 Jul 2018
393,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,13 Jul 2018
394,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,12 Jul 2018
395,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,11 Jul 2018
396,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,10 Jul 2018
397,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,09 Jul 2018
398,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,08 Jul 2018
399,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,07 Jul 2018
400,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,06 Jul 2018
401,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,05 Jul 2018
402,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,04 Jul 2018
403,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,03 Jul 2018
404,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,02 Jul 2018
405,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,26 Jun 2018
406,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,25 Jun 2018
407,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,24 Jun 2018
408,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,23 Jun 2018
409,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,22 Jun 2018
410,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,21 Jun 2018
411,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,20 Jun 2018
412,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,19 Jun 2018
413,Lucknow,Banthara,Wheat,Dara,FAQ,1500,1550,1525,18 Jun 2018
414,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,17 Jun 2018
415,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,16 Jun 2018
416,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,15 Jun 2018
417,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,14 Jun 2018
418,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,13 Jun 2018
419,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,12 Jun 2018
420,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,11 Jun 2018
421,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,10 Jun 2018
422,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,09 Jun 2018
423,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,08 Jun 2018
424,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,07 Jun 2018
425,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,06 Jun 2018
426,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,05 Jun 2018
427,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,04 Jun 2018
428,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,03 Jun 2018
429,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,02 Jun 2018
430,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,01 Jun 2018
431,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,31 May 2018
432,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,30 May 2018
433,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,29 May 2018
434,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,28 May 2018
435,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,27 May 2018
436,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,26 May 2018
437,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,25 May 2018
438,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,24 May 2018
439,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,23 May 2018
440,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,22 May 2018
441,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,21 May 2018
442,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,20 May 2018
443,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,19 May 2018
444,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,18 May 2018
445,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,17 May 2018
446,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,16 May 2018
447,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,15 May 2018
448,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,14 May 2018
449,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,13 May 2018
450,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,12 May 2018
451,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,11 May 2018
452,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,10 May 2018
453,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,09 May 2018
454,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,08 May 2018
455,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,07 May 2018
456,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,06 May 2018
457,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,05 May 2018
458,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,04 May 2018
459,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,03 May 2018
460,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,02 May 2018
461,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,01 May 2018
462,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,30 Apr 2018
463,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,29 Apr 2018
464,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,28 Apr 2018
465,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,27 Apr 2018
466,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,26 Apr 2018
467,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,25 Apr 2018
468,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,24 Apr 2018
469,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,21 Apr 2018
470,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,20 Apr 2018
471,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,19 Apr 2018
472,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,18 Apr 2018
473,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,17 Apr 2018
474,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,16 Apr 2018
475,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,15 Apr 2018
476,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,14 Apr 2018
477,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,13 Apr 2018
478,Lucknow,Banthara,Wheat,Dara,FAQ,1735,1735,1735,12 Apr 2018
479,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,05 Apr 2018
480,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,04 Apr 2018
481,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,03 Apr 2018
482,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,02 Apr 2018
483,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,01 Apr 2018
484,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,31 Mar 2018
485,Lucknow,Banthara,Wheat,Dara,FAQ,1700,1735,1725,30 Mar 2018
486,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,29 Mar 2018
487,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,27 Mar 2018
488,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,26 Mar 2018
489,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,25 Mar 2018
490,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,24 Mar 2018
491,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,23 Mar 2018
492,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Mar 2018
493,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Mar 2018
494,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Mar 2018
495,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,19 Mar 2018
496,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,18 Mar 2018
497,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,17 Mar 2018
498,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,16 Mar 2018
499,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,15 Mar 2018
500,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,14 Mar 2018
501,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,13 Mar 2018
502,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,12 Mar 2018
503,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,11 Mar 2018
504,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,10 Mar 2018
505,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,09 Mar 2018
506,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,08 Mar 2018
507,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,07 Mar 2018
508,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,06 Mar 2018
509,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,05 Mar 2018
510,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,04 Mar 2018
511,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,02 Mar 2018
512,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,01 Mar 2018
513,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,28 Feb 2018
514,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,27 Feb 2018
515,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,26 Feb 2018
516,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,25 Feb 2018
517,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,24 Feb 2018
518,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,23 Feb 2018
519,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Feb 2018
520,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Feb 2018
521,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Feb 2018
522,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,19 Feb 2018
523,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,18 Feb 2018
524,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,17 Feb 2018
525,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,16 Feb 2018
526,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,15 Feb 2018
527,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,14 Feb 2018
528,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,13 Feb 2018
529,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,12 Feb 2018
530,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,11 Feb 2018
531,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,10 Feb 2018
532,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,09 Feb 2018
533,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,08 Feb 2018
534,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,07 Feb 2018
535,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,06 Feb 2018
536,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,05 Feb 2018
537,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,04 Feb 2018
538,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,03 Feb 2018
539,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,02 Feb 2018
540,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,01 Feb 2018
541,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,31 Jan 2018
542,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,30 Jan 2018
543,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,29 Jan 2018
544,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,28 Jan 2018
545,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,27 Jan 2018
546,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,26 Jan 2018
547,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,25 Jan 2018
548,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,24 Jan 2018
549,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,23 Jan 2018
550,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Jan 2018
551,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Jan 2018
552,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Jan 2018
553,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Dec 2017
554,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Dec 2017
555,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Dec 2017
556,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,19 Dec 2017
557,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,18 Dec 2017
558,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,17 Dec 2017
559,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,16 Dec 2017
560,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,15 Dec 2017
561,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,14 Dec 2017
562,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,13 Dec 2017
563,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,12 Dec 2017
564,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,11 Dec 2017
565,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,10 Dec 2017
566,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,09 Dec 2017
567,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,08 Dec 2017
568,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,07 Dec 2017
569,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,06 Dec 2017
570,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,05 Dec 2017
571,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,04 Dec 2017
572,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,03 Dec 2017
573,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,02 Dec 2017
574,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,01 Dec 2017
575,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,30 Nov 2017
576,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,29 Nov 2017
577,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,28 Nov 2017
578,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,27 Nov 2017
579,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,26 Nov 2017
580,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,25 Nov 2017
581,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,24 Nov 2017
582,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,23 Nov 2017
583,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Nov 2017
584,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Nov 2017
585,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Nov 2017
586,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,19 Nov 2017
587,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,18 Nov 2017
588,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,17 Nov 2017
589,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,16 Nov 2017
590,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,15 Nov 2017
591,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,14 Nov 2017
592,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,13 Nov 2017
593,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,12 Nov 2017
594,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,11 Nov 2017
595,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,10 Nov 2017
596,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,09 Nov 2017
597,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,07 Nov 2017
598,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,06 Nov 2017
599,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,05 Nov 2017
600,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,04 Nov 2017
601,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,03 Nov 2017
602,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,02 Nov 2017
603,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,01 Nov 2017
604,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,31 Oct 2017
605,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,30 Oct 2017
606,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,29 Oct 2017
607,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,28 Oct 2017
608,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,27 Oct 2017
609,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,26 Oct 2017
610,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,25 Oct 2017
611,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,24 Oct 2017
612,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,23 Oct 2017
613,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,22 Oct 2017
614,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,21 Oct 2017
615,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,20 Oct 2017
616,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,19 Oct 2017
617,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,18 Oct 2017
618,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,17 Oct 2017
619,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,16 Oct 2017
620,Lucknow,Banthara,Wheat,Dara,FAQ,1525,1600,1550,15 Oct 2017
