Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
10012,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,05 Apr 2019
10013,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,960,910,04 Apr 2019
10014,Kanpur,Kanpur(Grain),Onion,Red,FAQ,880,980,925,03 Apr 2019
10015,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,1000,905,02 Apr 2019
10016,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,980,920,01 Apr 2019
10017,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,960,910,30 Mar 2019
10018,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,960,905,29 Mar 2019
10019,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,930,900,28 Mar 2019
10020,Kanpur,Kanpur(Grain),Onion,Red,FAQ,890,940,915,27 Mar 2019
10021,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,930,26 Mar 2019
10022,Kanpur,Kanpur(Grain),Onion,Red,FAQ,870,960,910,25 Mar 2019
10023,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,950,915,23 Mar 2019
10024,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,22 Mar 2019
10025,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,950,910,20 Mar 2019
10026,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,930,890,19 Mar 2019
10027,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,18 Mar 2019
10028,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,980,920,16 Mar 2019
10029,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,925,910,15 Mar 2019
10030,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,950,915,13 Mar 2019
10031,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,925,12 Mar 2019
10032,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,11 Mar 2019
10033,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,940,885,09 Mar 2019
10034,Kanpur,Kanpur(Grain),Onion,Red,FAQ,815,925,865,08 Mar 2019
10035,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,925,875,07 Mar 2019
10036,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,925,890,06 Mar 2019
10037,Kanpur,Kanpur(Grain),Onion,Red,FAQ,820,900,870,05 Mar 2019
10038,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,04 Mar 2019
10039,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,02 Mar 2019
10040,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1075,980,01 Mar 2019
10041,Kanpur,Kanpur(Grain),Onion,Red,FAQ,920,1030,970,28 Feb 2019
10042,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,960,27 Feb 2019
10043,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,26 Feb 2019
10044,Kanpur,Kanpur(Grain),Onion,Red,FAQ,920,1050,975,25 Feb 2019
10045,Kanpur,Kanpur(Grain),Onion,Red,FAQ,910,1000,960,23 Feb 2019
10046,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,965,22 Feb 2019
10047,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,960,21 Feb 2019
10048,Kanpur,Kanpur(Grain),Onion,Red,FAQ,915,960,945,20 Feb 2019
10049,Kanpur,Kanpur(Grain),Onion,Red,FAQ,910,975,945,16 Feb 2019
10050,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,960,15 Feb 2019
10051,Kanpur,Kanpur(Grain),Onion,Red,FAQ,925,1025,975,14 Feb 2019
10052,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1025,950,13 Feb 2019
10053,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,960,12 Feb 2019
10054,Kanpur,Kanpur(Grain),Onion,Red,FAQ,920,1030,970,11 Feb 2019
10055,Kanpur,Kanpur(Grain),Onion,Red,FAQ,910,1050,985,09 Feb 2019
10056,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1025,975,08 Feb 2019
10057,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,960,07 Feb 2019
10058,Kanpur,Kanpur(Grain),Onion,Red,FAQ,925,1000,950,06 Feb 2019
10059,Kanpur,Kanpur(Grain),Onion,Red,FAQ,910,985,940,05 Feb 2019
10060,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,915,04 Feb 2019
10061,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,950,925,02 Feb 2019
10062,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,01 Feb 2019
10063,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,925,890,31 Jan 2019
10064,Kanpur,Kanpur(Grain),Onion,Red,FAQ,815,925,875,30 Jan 2019
10065,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,860,29 Jan 2019
10066,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,875,850,28 Jan 2019
10067,Kanpur,Kanpur(Grain),Onion,Red,FAQ,840,915,875,25 Jan 2019
10068,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,925,900,24 Jan 2019
10069,Kanpur,Kanpur(Grain),Onion,Red,FAQ,820,900,865,23 Jan 2019
10070,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,950,875,22 Jan 2019
10071,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,21 Jan 2019
10072,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,910,19 Jan 2019
10073,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,950,920,18 Jan 2019
10074,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,17 Jan 2019
10075,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,940,16 Jan 2019
10076,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,925,15 Jan 2019
10077,Kanpur,Kanpur(Grain),Onion,Red,FAQ,890,935,915,14 Jan 2019
10078,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,950,905,12 Jan 2019
10079,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,910,11 Jan 2019
10080,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,10 Jan 2019
10081,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,940,09 Jan 2019
10082,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,08 Jan 2019
10083,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,925,07 Jan 2019
10084,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,1000,915,05 Jan 2019
10085,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,04 Jan 2019
10086,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,860,03 Jan 2019
10087,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,830,02 Jan 2019
10088,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,01 Jan 2019
10089,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,31 Dec 2018
10090,Kanpur,Kanpur(Grain),Onion,Red,FAQ,860,960,910,29 Dec 2018
10091,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,28 Dec 2018
10092,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,960,915,27 Dec 2018
10093,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,925,26 Dec 2018
10094,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,940,25 Dec 2018
10095,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,24 Dec 2018
10096,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,960,22 Dec 2018
10097,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1050,975,21 Dec 2018
10098,Kanpur,Kanpur(Grain),Onion,Red,FAQ,910,975,950,20 Dec 2018
10099,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,925,910,19 Dec 2018
10100,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,18 Dec 2018
10101,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,925,17 Dec 2018
10102,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,915,15 Dec 2018
10103,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,950,900,14 Dec 2018
10104,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,975,925,13 Dec 2018
10105,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,12 Dec 2018
10106,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,11 Dec 2018
10107,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,815,10 Dec 2018
10108,Kanpur,Kanpur(Grain),Onion,Red,FAQ,775,860,830,08 Dec 2018
10109,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,900,825,07 Dec 2018
10110,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,06 Dec 2018
10111,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,820,780,05 Dec 2018
10112,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,850,800,04 Dec 2018
10113,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,825,790,01 Dec 2018
10114,Kanpur,Kanpur(Grain),Onion,Red,FAQ,725,875,800,30 Nov 2018
10115,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,850,825,29 Nov 2018
10116,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,925,900,28 Nov 2018
10117,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,27 Nov 2018
10118,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,1000,925,26 Nov 2018
10119,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1060,1200,1125,24 Nov 2018
10120,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1225,1150,23 Nov 2018
10121,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1160,22 Nov 2018
10122,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1210,21 Nov 2018
10123,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1300,1235,20 Nov 2018
10124,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1175,1300,1225,19 Nov 2018
10125,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1350,1285,17 Nov 2018
10126,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1350,1275,16 Nov 2018
10127,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1300,15 Nov 2018
10128,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1375,1325,14 Nov 2018
10129,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1260,1350,1300,13 Nov 2018
10130,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1315,1425,1345,12 Nov 2018
10131,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1360,10 Nov 2018
10132,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1325,1425,1375,07 Nov 2018
10133,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1350,06 Nov 2018
10134,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1365,05 Nov 2018
10135,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,03 Nov 2018
10136,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1360,1450,1425,02 Nov 2018
10137,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1460,1410,01 Nov 2018
10138,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1475,1430,31 Oct 2018
10139,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,30 Oct 2018
10140,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1385,1480,1415,29 Oct 2018
10141,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,27 Oct 2018
10142,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1465,1425,26 Oct 2018
10143,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,25 Oct 2018
10144,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1650,1600,24 Oct 2018
10145,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1480,1350,23 Oct 2018
10146,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1140,22 Oct 2018
10147,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1200,1135,20 Oct 2018
10148,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1200,1125,19 Oct 2018
10149,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1150,18 Oct 2018
10150,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1080,1280,1180,17 Oct 2018
10151,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,16 Oct 2018
10152,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1225,1175,15 Oct 2018
10153,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1275,1230,13 Oct 2018
10154,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1250,1200,12 Oct 2018
10155,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1250,11 Oct 2018
10156,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1275,1240,10 Oct 2018
10157,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1300,1225,09 Oct 2018
10158,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1215,08 Oct 2018
10159,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1250,1200,06 Oct 2018
10160,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1240,05 Oct 2018
10161,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1175,1260,1210,04 Oct 2018
10162,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1225,03 Oct 2018
10163,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,01 Oct 2018
10164,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1250,1235,29 Sep 2018
10165,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1250,28 Sep 2018
10166,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1175,1265,1215,27 Sep 2018
10167,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1225,26 Sep 2018
10168,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1225,1325,1275,25 Sep 2018
10169,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1250,24 Sep 2018
10170,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,22 Sep 2018
10171,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1170,1260,1210,21 Sep 2018
10172,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1250,1225,20 Sep 2018
10173,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1225,1175,19 Sep 2018
10174,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1165,18 Sep 2018
10175,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,17 Sep 2018
10176,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1175,1285,1215,15 Sep 2018
10177,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1225,1175,14 Sep 2018
10178,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1150,13 Sep 2018
10179,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,12 Sep 2018
10180,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1250,11 Sep 2018
10181,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1300,10 Sep 2018
10182,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1220,1330,1285,08 Sep 2018
10183,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1225,1300,1265,07 Sep 2018
10184,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1250,06 Sep 2018
10185,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1185,1280,1230,05 Sep 2018
10186,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1275,1240,04 Sep 2018
10187,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1250,1200,03 Sep 2018
10188,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1250,1225,01 Sep 2018
10189,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1220,1200,31 Aug 2018
10190,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1220,1180,30 Aug 2018
10191,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1175,1160,29 Aug 2018
10192,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1200,1175,28 Aug 2018
10193,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1140,1225,1190,27 Aug 2018
10194,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1225,1175,25 Aug 2018
10195,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1180,1230,1200,24 Aug 2018
10196,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1230,23 Aug 2018
10197,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1215,1265,1240,22 Aug 2018
10198,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1275,1250,21 Aug 2018
10199,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1165,1275,1215,20 Aug 2018
10200,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1250,1225,18 Aug 2018
10201,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1165,1250,1200,16 Aug 2018
10202,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1210,1275,1250,14 Aug 2018
10203,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1350,1280,13 Aug 2018
10204,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1270,11 Aug 2018
10205,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1290,10 Aug 2018
10206,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1275,09 Aug 2018
10207,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1300,08 Aug 2018
10208,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1375,1320,07 Aug 2018
10209,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1360,1325,06 Aug 2018
10210,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1315,1450,1375,04 Aug 2018
10211,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1350,03 Aug 2018
10212,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1310,1400,1360,02 Aug 2018
10213,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1375,1340,01 Aug 2018
10214,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1400,1325,31 Jul 2018
10215,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1350,1300,30 Jul 2018
10216,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1400,1350,28 Jul 2018
10217,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1475,1425,27 Jul 2018
10218,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1375,26 Jul 2018
10219,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,25 Jul 2018
10220,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1325,1450,1390,24 Jul 2018
10221,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1375,23 Jul 2018
10222,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,21 Jul 2018
10223,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1335,20 Jul 2018
10224,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1275,1400,1350,18 Jul 2018
10225,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1265,1375,1340,17 Jul 2018
10226,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1365,1330,16 Jul 2018
10227,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1400,1320,14 Jul 2018
10228,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1265,1350,1310,13 Jul 2018
10229,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1360,1290,12 Jul 2018
10230,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1275,1350,1325,11 Jul 2018
10231,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1300,10 Jul 2018
10232,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1265,1375,1350,09 Jul 2018
10233,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1325,1425,1375,07 Jul 2018
10234,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1400,1360,06 Jul 2018
10235,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1400,1325,05 Jul 2018
10236,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1375,1345,04 Jul 2018
10237,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1275,1425,1380,03 Jul 2018
10238,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1260,1400,1350,02 Jul 2018
10239,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1125,1250,1200,30 Jun 2018
10240,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1150,29 Jun 2018
10241,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1175,28 Jun 2018
10242,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1160,27 Jun 2018
10243,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1115,1210,1175,26 Jun 2018
10244,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1200,1150,25 Jun 2018
10245,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1140,1100,23 Jun 2018
10246,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1060,1150,1125,22 Jun 2018
10247,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1050,1000,21 Jun 2018
10248,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,925,910,20 Jun 2018
10249,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,925,900,19 Jun 2018
10250,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,875,850,18 Jun 2018
10251,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,865,16 Jun 2018
10252,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,860,15 Jun 2018
10253,Kanpur,Kanpur(Grain),Onion,Red,FAQ,805,885,850,14 Jun 2018
10254,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,840,13 Jun 2018
10255,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,875,825,12 Jun 2018
10256,Kanpur,Kanpur(Grain),Onion,Red,FAQ,785,850,800,11 Jun 2018
10257,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,820,09 Jun 2018
10258,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,08 Jun 2018
10259,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,875,07 Jun 2018
10260,Kanpur,Kanpur(Grain),Onion,Red,FAQ,810,925,860,06 Jun 2018
10261,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,05 Jun 2018
10262,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,810,04 Jun 2018
10263,Kanpur,Kanpur(Grain),Onion,Red,FAQ,760,900,825,02 Jun 2018
10264,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,860,800,01 Jun 2018
10265,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,815,31 May 2018
10266,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,860,810,30 May 2018
10267,Kanpur,Kanpur(Grain),Onion,Red,FAQ,775,850,800,29 May 2018
10268,Kanpur,Kanpur(Grain),Onion,Red,FAQ,775,850,800,28 May 2018
10269,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,26 May 2018
10270,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,860,25 May 2018
10271,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,850,840,24 May 2018
10272,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,23 May 2018
10273,Kanpur,Kanpur(Grain),Onion,Red,FAQ,830,890,860,22 May 2018
10274,Kanpur,Kanpur(Grain),Onion,Red,FAQ,775,850,800,21 May 2018
10275,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,875,825,19 May 2018
10276,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,18 May 2018
10277,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,870,17 May 2018
10278,Kanpur,Kanpur(Grain),Onion,Red,FAQ,810,900,860,16 May 2018
10279,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,950,875,15 May 2018
10280,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,880,14 May 2018
10281,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,860,12 May 2018
10282,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,900,875,11 May 2018
10283,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,875,850,10 May 2018
10284,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,840,09 May 2018
10285,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,825,08 May 2018
10286,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,850,05 May 2018
10287,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,900,870,04 May 2018
10288,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,925,910,03 May 2018
10289,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,02 May 2018
10290,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,960,940,01 May 2018
10291,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,30 Apr 2018
10292,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,975,925,28 Apr 2018
10293,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,27 Apr 2018
10294,Kanpur,Kanpur(Grain),Onion,Red,FAQ,940,980,960,26 Apr 2018
10295,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,960,925,25 Apr 2018
10296,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,1000,950,24 Apr 2018
10297,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,900,865,20 Apr 2018
10298,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,950,875,19 Apr 2018
10299,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,925,900,18 Apr 2018
10300,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,950,925,17 Apr 2018
10301,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,950,900,16 Apr 2018
10302,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,950,14 Apr 2018
10303,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1025,1100,1060,13 Apr 2018
10304,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1150,1100,12 Apr 2018
10305,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1800,1075,11 Apr 2018
